OBJECTID,NR_STIMMBEZIRK800,WLK_NAME,WLK_ADRESSE,ROLLSTUHLGERECHT,WLK_BEMERKUNG,ABSTIMMBEZIRK,WLK_STADTTEIL,POSTZUSTELLBEZIRK,AD_NUMMER,KOORX,KOORY,STIMMBEZIRK_STADTTEIL,KOMMUNALWAHLBEZIRK,LANDTAGSWAHLKREIS,BUNDESTAGSWAHLKREIS
737,20404,Europaschule Köln,Raderthalgürtel 3,1,,20404,Raderthal,50968,02577000300,773696.2953,6604022.0038,Raderthal,12,13,94
738,10413,Freie Schule Köln e. V.,Bernhard-Letterhaus-Str. 17,1,,10413,Neustadt/Nord,50670,00441001700,773897.1812,6613402.3783,Neustadt/Nord,05,18,93
739,20103,Maria-Sybilla-Merian-Schule,Cäsarstr. 50,1,,20103,Bayenthal,50968,00613005000,775545.8174,6605044.2776,Bayenthal,12,13,94
740,61101,KGS Gutnickstr.,Gutnickstr. 37,1,,61101,Roggendorf/Thenhoven,50769,01251003700,762189.1772,6629262.7222,Roggendorf/Thenhoven,29,16,95
741,20809,Gymnasium Rodenkirchen,Sürther Str. 55,1,,20809,Rodenkirchen,50996,05561005500,779060.1929,6601464.8875,Rodenkirchen,14,13,94
742,30319,GGS Freiligrathstr.,Freiligrathstr. 60,1,,30319,Lindenthal,50935,01017006000,768383.5309,6607607.7747,Lindenthal,18,14,94
743,80603,KGS Fußfallstr.,Fußfallstr. 55,1,,80603,Merheim,51109,01064005500,784350.0793,6612257.0192,Merheim,44,17,93
744,90408,Berthold-Otto-Schule,Buschfeldstr. 46,1,,90408,Holweide,51067,00604004600,783656.3687,6616154.4453,Holweide,40,19,101
745,30103,KGS Lohrbergstr.,Lohrbergstr. 46,1,,30103,Klettenberg,50939,02049004600,770676.905,6605455.3522,Klettenberg,16,14,94
746,60201,Pfarrheim St. Marien,Neusser Landstr. 80,1,,60201,Fühlingen,50769,02339008000,768575.1757,6627471.6781,Fühlingen,29,16,95
747,60403,Kath. Grundschule,Lebensbaumweg 51,1,,60403,Heimersdorf,50767,01969005100,768349.1275,6623012.7623,Heimersdorf,26,16,95
748,10501,Rheinische RVK,Mindener Str. 2,1,,10501,Deutz,50679,02238000200,776102.121,6610240.2799,Deutz,06,18,93
749,20104,Maria-Sybilla-Merian-Schule,Cäsarstr. 50,1,,20104,Bayenthal,50968,00613005000,775545.8174,6605044.2776,Bayenthal,12,13,94
750,30205,Schiller-Gymnasium,Nikolausstr. 55,1,,30205,Sülz,50937,02360005500,771410.4719,6607804.1457,Sülz,16,14,94
751,10112,AWO Arnold-Overzier-Haus,Severinswall 43,1,,10112,Altstadt/Süd,50678,02881004300,775268.2678,6607767.1123,Altstadt/Süd,01,13,94
752,10233,Berufskolleg 3,Richard-Wagner-Str. 47,1,,10233,Neustadt/Süd,50674,02649004700,771863.3748,6609812.5853,Neustadt/Süd,03,13,94
753,30204,Hildegard-von-Bingen-Schule,Leybergstr. 1,1,,30204,Sülz,50939,02001000100,771779.1908,6606583.1215,Sülz,16,14,94
754,90604,GGS Von-Bodelschwingh-Str.,Von-Bodelschwingh-Str. 24,1,,90604,Höhenhaus,51061,03210002400,781990.0616,6618798.0088,Höhenhaus,38,19,101
755,10406,GGS Antwerpener Str.,Antwerpener Str. 19,0,,10406,Neustadt/Nord,50672,00288001900,772125.1101,6610677.243,Neustadt/Nord,04,18,93
756,20102,Maria-Sybilla-Merian-Schule,Cäsarstr. 50,1,,20102,Bayenthal,50968,00613005000,775545.8174,6605044.2776,Bayenthal,12,13,94
757,30226,Förderschule Redwitzstr.,Redwitzstr. 80,1,,30226,Sülz,50937,02601008000,770712.1653,6607559.0441,Sülz,17,14,94
758,10221,GGS Pfälzer Str.,Pfälzer Str. 30,1,,10221,Neustadt/Süd,50677,02514003000,772844.732,6608243.8278,Neustadt/Süd,02,13,94
759,30214,GGS Manderscheider Platz,Berrenrather Str. 352,0,,30214,Sülz,50937,00444035200,770468.2938,6606290.7747,Sülz,17,14,94
760,21004,Brüder-Grimm-Schule,Sürther Hauptstr. 149,1,,21004,Sürth,50999,05559014900,780687.0939,6597665.7865,Sürth,14,13,94
761,20811,Ernst-Moritz-Arndt-Schule,Mainstr. 75,1,Saarstr.,20811,Rodenkirchen,50996,05131007500,779546.0401,6600734.5775,Rodenkirchen,14,13,94
762,40303,GGS Erlenweg,Erlenweg 16,1,Am langen Stein,40303,Bickendorf,50827,00887001600,767442.3545,6615107.3088,Bickendorf,24,15,95
763,60902,Bürgerzentrum Chorweiler,Pariser Platz 1,1,20 Meter links neben Bürgeramt,60902,Chorweiler,50765,03501000100,767914.1211,6625200.1206,Chorweiler,27,16,95
764,10312,Hansa-Gymnasium,Hansaring 56,1,Schulhof Vogteistr.,10312,Neustadt/Nord,50670,01288005600,773772.8788,6612086.7796,Altstadt/Nord,05,18,93
765,20204,Pfarrheim St. Maria-Königin,Goethestr. 84,1,Leyboldstr.,20204,Marienburg,50968,01158008400,776045.0015,6603166.134,Marienburg,12,13,94
766,40307,KGS Erlenweg,Erlenweg 16,1,Am langen Stein,40307,Bickendorf,50827,00887001600,767442.3545,6615107.3088,Bickendorf,24,15,95
767,90606,GGS Honschaftsstr.,Honschaftsstr. 312,1,Trakt A,90606,Höhenhaus,51061,01500031200,782850.1325,6618251.7177,Höhenhaus,38,19,101
768,70107,GGS Poller Hauptstr.,Poller Hauptstr. 61,1,Schulpfad,70107,Poll,51105,03464006100,778333.5795,6605859.9501,Poll,07,17,93
769,21102,Johannes-Gutenberg-Schule,Kuckucksweg 4,1,Buchfinkenstr.,21102,Godorf,50997,05028000400,776119.1182,6595157.02,Godorf,15,13,94
770,10302,Königin-Luise-Schule,Alte Wallgasse 10,1,Albertusstr. 19a,10302,Altstadt/Nord,50672,00080001000,772928.1224,6610539.9136,Altstadt/Nord,04,18,93
771,60901,Bürgerzentrum Chorweiler,Pariser Platz 1,1,20 Meter links neben Bürgeramt,60901,Chorweiler,50765,03501000100,767914.1211,6625200.1206,Chorweiler,27,16,95
772,10208,KGS Mainzer Str.,Mainzer Str. 30-34,1,,10208,Neustadt/Süd,50678,02105003000,775216.4462,6607138.7759,Neustadt/Süd,02,13,94
773,71501,KGS Hinter der Kirche,Hinter der Kirche 3,1,,71501,Langel,51143,04781000300,779843.6046,6593951.8033,Langel,11,17,93
774,30324,Apostelgymnasium,Biggestr. 2,1,,30324,Lindenthal,50931,00463000200,769849.5122,6609350.8636,Lindenthal,19,14,94
775,10420,GGS Balthasarstr.,Balthasarstr. 87,0,,10420,Neustadt/Nord,50670,00378008700,774813.6148,6613025.6198,Neustadt/Nord,05,18,93
776,50117,Gymnasium Blücherstr.,Blücherstr. 15,0,,50117,Nippes,50733,00484001500,774287.0725,6615402.0449,Nippes,32,15,95
777,61205,Grundschule An den Kaulen,An den Kaulen 62,1,,61205,Worringen,50769,00216006200,763415.2612,6633355.7417,Worringen,29,16,95
778,50124,Mathilde-von-Mevissen-Grundschule,Gellertstr. 4,1,,50124,Nippes,50733,01084000400,774579.3961,6614716.5104,Nippes,33,15,95
779,30709,Clarenhofschule,Schulstr. 2,1,,30709,Weiden,50859,05469000200,760091.3877,6610287.7558,Weiden,21,14,94
780,71502,KGS Hinter der Kirche,Hinter der Kirche 3,1,,71502,Langel,51143,04781000300,779843.6046,6593951.8033,Langel,11,17,93
781,30506,Kita Ecole Maternelle,Im Rapsfeld 32,1,,30506,Müngersdorf,50933,03597003200,763432.433,6612174.7356,Müngersdorf,20,14,94
782,90121,GHS Tiefentalstraße,Tiefentalstr. 66,1,,90121,Mülheim,51063,03088006600,780261.1925,6616931.3056,Mülheim,36,19,101
783,20511,St.-Nikolaus-Schule,Bernkasteler Str. 9,1,,20511,Zollstock,50969,00443000900,772435.6077,6605002.609,Zollstock,13,13,94
784,90513,GGS Dellbrücker Hauptstr.,Dellbrücker Hauptstr. 16,1,,90513,Dellbrück,51069,00698001600,787665.8138,6616533.9769,Dellbrück,39,19,101
785,70303,GGS Hohe Str.,Hohe Str. 77-79,1,,70303,Ensen,51149,04794007700,782552.7812,6603072.6926,Ensen,07,17,93
786,40404,Kardinal-Frings-Schule,Vogelsanger Str. 453,1,,40404,Vogelsang,50829,03196045300,765852.3508,6613409.3092,Vogelsang,25,15,95
787,10229,Stephan-Lochner-Schule,Lochnerstr. 13-15,0,,10229,Neustadt/Süd,50674,02039001300,772088.5082,6608908.8027,Neustadt/Süd,03,13,94
788,20301,GGS Annastr.,Annastr. 63,0,,20301,Raderberg,50968,00267006300,774754.6832,6604424.9585,Raderberg,13,13,94
789,10307,Ursulinenschule,Machabäerstr. 47,1,,10307,Altstadt/Nord,50668,02093004700,774792.8482,6611842.2056,Altstadt/Nord,04,18,93
790,60704,Konrad-Adenauer-Schule,Martinusstr. 28,1,,60704,Esch/Auweiler,50765,05156002800,762960.5518,6623147.401,Esch/Auweiler,28,16,95
791,50501,Peter-Ustinov-Realschule,Neusser Str. 421,1,,50501,Nippes,50733,02341042100,773798.8303,6616273.3702,Weidenpesch,34,16,95
792,40106,Pfarrheim St. Joseph,Geisselstr. 1,1,,40106,Ehrenfeld,50823,01079000100,770446.4428,6611921.9711,Ehrenfeld,22,15,95
793,90702,GGS Am Portzenacker,Am Portzenacker 1b,1,,90702,Dünnwald,51069,00171000102,782451.5363,6621483.3602,Dünnwald,38,19,101
794,40603,KOGS Wilhelm-Schreiber-Str.,Wilhelm-Schreiber-Str. 56,1,,40603,Ossendorf,50827,03347005600,768197.3379,6616214.4815,Ossendorf,24,15,95
795,90406,Kita Piccoloministr.,Piccoloministr. 531,1,,90406,Holweide,51067,02526053100,784968.0805,6616623.8506,Holweide,40,19,101
796,90802,GGS Ricarda-Huch-Str.,Ricarda-Huch-Str. 60,1,,90802,Stammheim,51061,02647006000,778215.0978,6618418.8139,Stammheim,37,19,101
797,30403,GGS Geilenkircher Str.,Geilenkircher Str. 52,1,,30403,Braunsfeld,50933,01076005200,767783.8159,6610926.3031,Braunsfeld,19,14,94
798,50701,GGS Alzeyer Str,Alzeyer Str. 12,0,,50701,Bilderstöckchen,50739,00087001200,771276.6594,6616097.609,Bilderstöckchen,31,15,95
799,20108,Maria-Sybilla-Merian-Schule,Cäsarstr. 50,1,,20108,Bayenthal,50968,00613005000,775545.8174,6605044.2776,Bayenthal,12,13,94
800,10114,Konrad-Adenauer-Realschule,Frankstr. 26,1,,10114,Altstadt/Süd,50676,00995002600,773046.4466,6609290.7423,Altstadt/Süd,03,13,94
