station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DESN083,DESN083,Chemnitz-Leipziger Str.,20050101,,50.84574,+050.50.44,12.903367,+012.54.12,327,traffic,urban,urban,unknown,DE016A
DESN084,DESN084,Dresden-Bergstr.,20050101,,51.026294,+051.1.34,13.731608,+013.43.53,150,traffic,urban,urban,unknown,DE016A
DESN085,DESN085,Dresden-HerzoginGarten,20060101,20080615,51.054798,+051.3.17,13.72872,+013.43.43,112,background,urban,urban,unknown,DE016A
DESN086,DESN086,Marienberg,19881001,,50.651103,+050.39.3,13.147009,+013.8.49,639,background,suburban,suburban,unknown,DE016A
DESN087,DESN087,Chemnitz DWD,19890401,,50.785965,+050.47.9,12.872044,+012.52.19,418,background,rural,rural,near-city,DE016A
DESN088,DESN088,Görlitz DWD,19881001,,51.162133,+051.9.43,14.950808,+014.57.2,237,background,rural,rural,near-city,DE016A
DESN089,DESN089,Schkeuditz DWD,19891001,,51.434752,+051.26.5,12.239677,+012.14.22,122,background,rural,rural,near-city,DE016A
DESN090,DESN090,Oschatz DWD,19891001,,51.295929,+051.17.45,13.092965,+013.5.34,150,background,rural,rural,near-city,DE016A
DESN091,DESN091,Zwickau-Werdauer Str.,20111020,,50.720405,+050.43.13,12.486621,+012.29.11,267,traffic,urban,urban,unknown,DE016A
DESN092,DESN092,Dresden-Winckelmannstr.,20080620,,51.036105,+051.2.9,13.730205,+013.43.48,112,background,urban,urban,unknown,DE016A
DESN093,DESN093,Brockau,20110101,,50.608136,+050.36.29,12.211112,+012.12.40,430,background,rural,rural,regional,DE016A
DESN094,DESN094,Dep_Klingenthal,19930705,,50.423383,+050.25.24,12.533483,+012.32.0,839,background,rural,rural background,remote,DE016A
DESN095,DESN095,Dep_Olbernhau,19941012,,50.637017,+050.38.13,13.300216,+013.18.0,710,background,rural,rural background,remote,DE016A
DESN096,DESN096,Dep_Cunnersdorf,19941012,,50.83125,+050.49.52,14.094883,+014.5.41,440,background,rural,rural background,remote,DE016A
DESN097,DESN097,Dep_Bautzen,19950703,,51.11885,+051.7.7,14.55055,+014.33.1,440,background,rural,rural background,remote,DE016A
DESN098,DESN098,Dep_Laußnitz,19941004,,51.241216,+051.14.28,13.817017,+013.49.1,170,background,rural,rural background,remote,DE016A
DESN099,DESN099,Dep_Colditz,19950703,,51.184233,+051.11.3,12.82265,+012.49.21,220,background,rural,rural background,remote,DE016A
DESN100,DESN100,Dep_Bad Schandau,19980629,,50.918733,+050.55.7,14.303283,+014.18.11,260,background,rural,rural background,remote,DE016A
DESN101,DESN101,Dep_Altenberg,19991101,,50.792583,+050.47.33,13.726567,+013.43.35,745,background,rural,rural background,remote,DE016A
DEST001,DEST001,Stendal (SO2-Messstelle),19860508,19930131,52.607416,+052.36.26,11.853822,+011.51.13,35,background,urban,urban,unknown,DE015A
DEST002,DEST002,Burg,19940102,,52.268369,+052.16.6,11.864795,+011.51.53,40,background,suburban,suburban,unknown,DE015A
DEST003,DEST003,Magdeburg/Nord,19890101,19921231,52.155813,+052.9.20,11.637591,+011.38.15,50,background,urban,urban,unknown,DE015A
DEST005,DEST005,Magdeburg/Zentrum,19920108,20001231,52.137853,+052.8.16,11.642119,+011.38.31,50,background,urban,urban,unknown,DE015A
DEST006,DEST006,Magdeburg/Zentrum-Ost,20110201,,52.133597,+052.8.0,11.646667,+011.38.48,50,background,urban,urban,unknown,DE015A
DEST007,DEST007,Schönebeck (SO2-Messstelle),19870220,19940331,52.019481,+052.1.10,11.742122,+011.44.31,45,background,urban,urban,unknown,DE015A
DEST008,DEST008,Blankenburg (SO2-Messstelle),19891101,19940331,51.789084,+051.47.20,10.954586,+010.57.16,260,background,urban,urban,unknown,DE015A
DEST009,DEST009,Halberstadt (SO2-Messstelle),19850101,19940331,51.884763,+051.53.5,11.055916,+011.3.21,120,background,urban,urban,unknown,DE015A
DEST011,DEST011,Wernigerode/Bahnhof,19910101,,51.83936,+051.50.21,10.790175,+010.47.24,230,background,urban,urban,unknown,DE015A
DEST012,DEST012,Wernigerode (SO2-Messstelle),19880212,19940331,51.831998,+051.49.55,10.790097,+010.47.24,245,background,urban,urban,unknown,DE015A
DEST013,DEST013,Staßfurt (SO2-Messstelle),19880212,19940331,51.865267,+051.51.54,11.562986,+011.33.46,70,background,urban,urban,unknown,DE015A
DEST014,DEST014,Bitterfeld,19940203,20040315,51.622965,+051.37.22,12.321663,+012.19.17,80,background,urban,urban,unknown,DE015A
DEST015,DEST015,Bitterfeld/Wolfen,19910101,,51.651165,+051.39.4,12.302901,+012.18.10,90,industrial,suburban,suburban,unknown,DE015A
DEST016,DEST016,Wolfen (SO2-Messstelle),19880101,19941231,51.661744,+051.39.42,12.269481,+012.16.10,85,background,suburban,suburban,unknown,DE015A
DEST017,DEST017,Eisleben (SO2-Messstelle),19910101,19920101,51.527727,+051.31.39,11.551089,+011.33.3,150,background,urban,urban,unknown,DE015A
DEST018,DEST018,Hettstedt (SO2-Messstelle),19900101,19940331,51.649339,+051.38.57,11.507274,+011.30.26,175,background,suburban,suburban,unknown,DE015A
DEST019,DEST019,Halle/Süd (SO2-Messstelle),19890101,19940331,51.452713,+051.27.9,11.950028,+011.57.0,100,background,urban,urban,unknown,DE015A
DEST021,DEST021,Halle/West (SO2-Messstelle),19890101,19991231,51.474889,+051.28.29,11.90971,+011.54.34,100,background,urban,urban,unknown,DE015A
DEST022,DEST022,Halle/Zentrum,19921231,20001231,51.483191,+051.28.59,11.978359,+011.58.42,100,background,urban,urban,unknown,DE015A
DEST023,DEST023,Halle/Zentrum-Nord (SO2-Messstelle),19840101,19991231,51.493791,+051.29.37,11.957184,+011.57.25,100,background,urban,urban,unknown,DE015A
DEST024,DEST024,Halle/Zentrum-Süd (SO2-Messstelle),19930415,19940331,51.477348,+051.28.38,11.97433,+011.58.27,100,background,urban,urban,unknown,DE015A
DEST025,DEST025,Merseburg,19930720,19991231,51.356458,+051.21.23,11.988898,+011.59.20,100,background,urban,urban,unknown,DE015A
DEST027,DEST027,Weißenfels (SO2-Messstelle),19860101,19931231,51.201853,+051.12.6,11.971332,+011.58.16,120,background,urban,urban,unknown,DE015A
DEST028,DEST028,Zeitz,19930302,,51.05458,+051.3.16,12.141314,+012.8.28,160,background,urban,urban,unknown,DE015A
DEST029,DEST029,Bernburg,19930128,,51.803567,+051.48.12,11.738975,+011.44.20,60,background,suburban,suburban,unknown,DE015A
DEST030,DEST030,Dessau,19920927,,51.84341,+051.50.36,12.251367,+012.15.4,60,background,urban,urban,unknown,DE015A
DEST031,DEST031,Bad Dürrenberg,19930102,20001231,51.29604,+051.17.45,12.061599,+012.3.41,100,background,suburban,suburban,unknown,DE015A
DEST032,DEST032,Genthin,19930111,19991231,52.407717,+052.24.27,12.157346,+012.9.26,40,background,urban,urban,unknown,DE015A
DEST033,DEST033,Köthen,19921112,19981207,51.754626,+051.45.16,11.97215,+011.58.19,80,background,urban,urban,unknown,DE015A
DEST034,DEST034,Quedlinburg,19920901,19981130,51.788292,+051.47.17,11.145903,+011.8.45,120,background,urban,urban,unknown,DE015A
DEST036,DEST036,Zerbst,19930303,19981123,51.966881,+051.58.0,12.090015,+012.5.24,65,background,urban,urban,unknown,DE015A
DEST039,DEST039,Brocken,19930128,,51.798629,+051.47.55,10.618275,+010.37.5,1142,background,rural,rural background,remote,DE015A
DEST042,DEST042,Eisleben,19930119,19981215,51.535163,+051.32.6,11.544962,+011.32.41,150,background,suburban,suburban,unknown,DE015A
DEST044,DEST044,Halberstadt,19920923,,51.897017,+051.53.49,11.057461,+011.3.26,110,background,urban,urban,unknown,DE015A
DEST050,DEST050,Halle/Nord,19930415,,51.496188,+051.29.46,11.979073,+011.58.44,120,background,urban,urban,unknown,DE015A
DEST052,DEST052,Hettstedt,19921125,20021125,51.642166,+051.38.31,11.511397,+011.30.41,160,background,suburban,suburban,unknown,DE015A
DEST057,DEST057,Magdeburg/Südost,19930509,20100401,52.10337,+052.6.12,11.642585,+011.38.33,51,traffic,urban,urban,unknown,DE015A
DEST061,DEST061,Schönebeck,19940603,20001231,52.020888,+052.1.15,11.728127,+011.43.41,50,background,urban,urban,unknown,DE015A
DEST063,DEST063,Stendal,19930111,20101206,52.598477,+052.35.54,11.864361,+011.51.51,35,background,urban,urban,unknown,DE015A
DEST065,DEST065,Weißenfels,19930111,19971127,51.198618,+051.11.55,11.973623,+011.58.25,140,background,urban,urban,unknown,DE015A
DEST066,DEST066,Wittenberg/Bahnstrasse,20031217,,51.870852,+051.52.15,12.66369,+012.39.49,80,background,urban,urban,unknown,DE015A
DEST067,DEST067,Wolfen,19940202,19991231,51.681892,+051.40.54,12.263093,+012.15.47,85,background,urban,urban,unknown,DE015A
DEST068,DEST068,Pouch,19940210,20140207,51.629384,+051.37.45,12.389075,+012.23.20,80,industrial,rural,rural,unknown,DE015A
DEST069,DEST069,Salzwedel,19940411,20101221,52.855244,+052.51.18,11.17394,+011.10.26,23,background,rural,rural,near-city,DE015A
DEST070,DEST070,Harzgerode,19931231,20021209,51.65717,+051.39.25,11.147791,+011.8.52,385,background,rural,rural,regional,DE015A
DEST071,DEST071,Sangerhausen,19940603,19991231,51.478414,+051.28.42,11.300392,+011.18.1,150,background,suburban,suburban,unknown,DE015A
DEST072,DEST072,Halle/Ost,20100101,,51.485287,+051.29.7,12.004464,+012.0.16,100,background,suburban,suburban,unknown,DE015A
DEST073,DEST073,Dessau/Verkehr,19950410,20000815,51.831045,+051.49.51,12.241911,+012.14.30,60,traffic,urban,urban,unknown,DE015A
DEST074,DEST074,Halle/Südwest,19940125,20140204,51.437763,+051.26.15,11.972453,+011.58.20,100,background,urban,urban,unknown,DE015A
DEST075,DEST075,Halle/Merseburger Strasse,19940222,,51.475183,+051.28.30,11.983415,+011.59.0,100,traffic,urban,urban,unknown,DE015A
DEST076,DEST076,Magdeburg/Damaschkeplatz,19940708,,52.132025,+052.7.55,11.623397,+011.37.24,50,traffic,urban,urban,unknown,DE015A
DEST077,DEST077,Magdeburg/West,19940104,,52.127906,+052.7.40,11.611456,+011.36.41,50,background,urban,urban,unknown,DE015A
DEST078,DEST078,Naumburg,19940104,20110131,51.156602,+051.9.23,11.818218,+011.49.5,130,background,urban,urban,unknown,DE015A
DEST079,DEST079,Schkopau (SO2-Messstelle),19900101,19930731,51.385219,+051.23.6,11.976967,+011.58.37,100,industrial,suburban,suburban,unknown,DE015A
DEST080,DEST080,Schkopau,19940102,20140101,51.387341,+051.23.14,11.982957,+011.58.58,100,industrial,suburban,suburban,unknown,DE015A
DEST081,DEST081,Weißenfels/Promenade,19940210,20120127,51.201746,+051.12.6,11.974423,+011.58.27,120,traffic,urban,urban,unknown,DE015A
DEST082,DEST082,Amsdorf,19961022,19981013,51.464346,+051.27.51,11.72079,+011.43.14,80,industrial,urban,urban,unknown,DE015A
DEST084,DEST084,Burg (SO2-Messstelle),19930403,19991231,52.270413,+052.16.13,11.853464,+011.51.12,40,background,urban,urban,unknown,DE015A
DEST089,DEST089,Zartau/Waldstation,19971201,,52.593169,+052.35.35,11.172351,+011.10.20,95,background,rural,rural,regional,DE015A
DEST090,DEST090,Leuna,19981015,,51.321381,+051.19.16,12.032136,+012.1.55,100,industrial,suburban,suburban,unknown,DE015A
DEST091,DEST091,Dessau Albrechtsplatz,20010223,,51.840583,+051.50.26,12.244763,+012.14.41,60,traffic,urban,urban,unknown,DE015A
DEST092,DEST092,Wittenberg/Dessauer Strasse,19961101,,51.867464,+051.52.2,12.598325,+012.35.53,80,traffic,urban,urban,unknown,DE015A
DEST093,DEST093,Magdeburg/Reuter-Allee,19990816,20001031,52.130899,+052.7.51,11.631221,+011.37.52,50,traffic,urban,urban,unknown,DE015A
DEST094,DEST094,Sangerhausen/Mühlgasse,20000110,20011008,51.472978,+051.28.22,11.293278,+011.17.35,150,traffic,urban,urban,unknown,DE015A
DEST095,DEST095,Aschersleben,20001102,,51.759554,+051.45.34,11.449438,+011.26.57,125,traffic,urban,urban,unknown,DE015A
DEST096,DEST096,Wolmirstedt/OT Elbeu,20011109,20040413,52.238709,+052.14.19,11.619934,+011.37.11,50,traffic,urban,urban,unknown,DE015A
DEST097,DEST097,Hettstedt Industrie,20021125,20140219,51.625945,+051.37.33,11.511946,+011.30.43,160,industrial,suburban,suburban,unknown,DE015A
DEST098,DEST098,Unterharz / Friedrichsbrunn,20030624,,51.662452,+051.39.44,11.043383,+011.2.36,410,background,rural,rural,regional,DE015A
DEST099,DEST099,Magdeburg/Reuterallee,20060130,,52.131187,+052.7.52,11.631291,+011.37.52,50,traffic,urban,urban,unknown,DE015A
DEST100,DEST100,Wernigerode/Nöschenröder-Strasse,20060101,20090203,51.830377,+051.49.49,10.790677,+010.47.26,228,traffic,urban,urban,unknown,DE015A
DEST101,DEST101,Halberstadt/Friedenstrasse,20070126,,51.889545,+051.53.22,11.055946,+011.3.21,116,traffic,urban,urban,unknown,DE015A
DEST102,DEST102,Halle/Paracelsusstr.,20090722,,51.494756,+051.29.41,11.981314,+011.58.52,113,traffic,urban,urban,unknown,DE015A
DEST103,DEST103,Magdeburg Schleinufer,20090724,,52.120905,+052.7.15,11.632755,+011.37.57,53,traffic,urban,urban,unknown,DE015A
DEST104,DEST104,Domäne Bobbe,20091217,,51.837283,+051.50.14,11.891525,+011.53.29,71,background,rural,rural,unknown,DE015A
DEST105,DEST105,Stendal Stadtsee,20110101,,52.602061,+052.36.7,11.850336,+011.51.1,34,background,urban,urban,unknown,DE015A
DEST106,DEST106,Goldene Aue (Roßla),20110214,,51.456061,+051.27.21,11.091266,+011.5.28,142,background,rural,rural,unknown,DE015A
DEST107,DEST107,Weißenfels/Herrenmühle,20030101,,51.204655,+051.12.16,11.977306,+011.58.38,98,background,suburban,suburban,unknown,DE015A
DEST108,DEST108,Weißenfels/Am Krug,20120101,,51.197333,+051.11.50,11.961083,+011.57.39,115,traffic,urban,urban,unknown,DE015A
DEST110,DEST110,Dep_Nedlitz,20050101,,52.054,+052.3.14,12.311,+012.18.39,,background,rural,rural background,remote,DE015A
DEST111,DEST111,Dep_Kloetze,20100101,,52.593169,+052.35.35,11.172351,+011.10.20,95,background,rural,rural,regional,DE015A
DETH001,DETH001,Gera K.-Liebknecht-Str.,19901130,19921023,50.880104,+050.52.48,12.098122,+012.5.53,235,background,urban,urban,unknown,DE017A
DETH002,DETH002,Gera Berliner Str.,19940401,20030127,50.894034,+050.53.38,12.079189,+012.4.45,200,traffic,urban,urban,unknown,DE017A
DETH003,DETH003,Jena Löbdergraben,19880701,19921015,50.927157,+050.55.37,11.589321,+011.35.21,150,background,urban,urban,unknown,DE017A
DETH004,DETH004,Jena Fürstengraben,19901130,19950714,50.930195,+050.55.48,11.584031,+011.35.2,160,traffic,urban,urban,unknown,DE017A
DETH005,DETH005,Saalfeld,19940101,,50.651182,+050.39.4,11.368875,+011.22.7,210,background,urban,urban,unknown,DE017A
DETH006,DETH006,Greiz Carolinenstr.,19901130,19921023,50.650842,+050.39.3,12.196763,+012.11.48,260,background,urban,urban,unknown,DE017A
DETH007,DETH007,Rudolstadt Schwarzb.Ch.,19990803,20050110,50.718386,+050.43.6,11.328331,+011.19.41,192,background,urban,urban,unknown,DE017A
DETH008,DETH008,Pößneck,19940615,20010123,50.695512,+050.41.43,11.591628,+011.35.29,215,traffic,urban,urban,unknown,DE017A
DETH009,DETH009,Gera Friedericistr.,19910401,,50.877317,+050.52.38,12.07471,+012.4.28,190,background,urban,urban,unknown,DE017A
DETH010,DETH010,Lobenstein H.-Behr-Str.,19960321,20000110,50.451857,+050.27.6,11.640411,+011.38.25,500,background,urban,urban,unknown,DE017A
DETH011,DETH011,Altenburg Theaterplatz,19911218,,50.987758,+050.59.15,12.437621,+012.26.15,185,background,urban,urban,unknown,DE017A
DETH012,DETH012,Weimar Goetheplatz,19910101,19950921,50.982121,+050.58.55,11.32653,+011.19.35,220,background,urban,urban,unknown,DE017A
DETH013,DETH013,Eisenach Wernebrg.Str,19960423,,50.978292,+050.58.41,10.317236,+010.19.2,210,background,urban,urban,unknown,DE017A
DETH014,DETH014,Sondershausen,19910425,19990527,51.365459,+051.21.55,10.872744,+010.52.21,215,background,urban,urban,unknown,DE017A
DETH015,DETH015,Weimar C.-August,19910102,19930517,50.989584,+050.59.22,11.326849,+011.19.36,230,background,urban,urban,unknown,DE017A
DETH016,DETH016,Arnstadt Alter Friedhof,19960704,20050112,50.837135,+050.50.13,10.947154,+010.56.49,275,background,urban,urban,unknown,DE017A
DETH017,DETH017,Apolda Busbahnhof,19951214,20030121,51.027707,+051.1.39,11.516068,+011.30.57,165,background,urban,urban,unknown,DE017A
DETH018,DETH018,Nordhausen,19910901,,51.497195,+051.29.49,10.791404,+010.47.29,185,background,urban,urban,unknown,DE017A
DETH019,DETH019,Erfurt Kartäuserstr.,19940103,20030123,50.969578,+050.58.10,11.024188,+011.1.27,190,background,urban,urban,unknown,DE017A
DETH020,DETH020,Erfurt Krämpferstr.,19910301,,50.979455,+050.58.46,11.037924,+011.2.16,195,background,urban,urban,unknown,DE017A
DETH021,DETH021,Mühlhausen Brunnenstr.,19960419,20050112,51.205331,+051.12.19,10.463465,+010.27.48,205,traffic,urban,urban,unknown,DE017A
DETH022,DETH022,Bad Salzungen,19780201,19980706,50.808572,+050.48.30,10.230277,+010.13.48,265,industrial,suburban,suburban,unknown,DE017A
DETH023,DETH023,Hildburghausen Schleusinger Str.,19961021,19990317,50.429762,+050.25.47,10.729058,+010.43.44,380,background,urban,urban,unknown,DE017A
DETH024,DETH024,Ilmenau,19910101,20040209,50.684998,+050.41.5,10.916992,+010.55.1,480,background,urban,urban,unknown,DE017A
DETH025,DETH025,Meiningen,19910101,20090114,50.571506,+050.34.17,10.41488,+010.24.53,285,background,urban,urban,unknown,DE017A
DETH026,DETH026,Dreißigacker,19910701,,50.561754,+050.33.42,10.375299,+010.22.31,450,background,rural,rural,regional,DE017A
DETH027,DETH027,Neuhaus,19910812,,50.499955,+050.29.59,11.134593,+011.8.4,840,background,rural,rural background,remote,DE017A
DETH028,DETH028,Schmalkalden,19910117,20000107,50.719029,+050.43.8,10.460882,+010.27.39,300,background,suburban,suburban,unknown,DE017A
DETH029,DETH029,Sonneberg,19910101,19990301,50.358495,+050.21.30,11.167539,+011.10.3,380,background,urban,urban,unknown,DE017A
DETH030,DETH030,Zella-Mehlis Jacobi-Str.,19930706,20010116,50.662638,+050.39.45,10.655135,+010.39.18,470,background,urban,urban,unknown,DE017A
DETH031,DETH031,Suhl,19901203,20011231,50.611541,+050.36.41,10.693233,+010.41.35,430,traffic,urban,urban,unknown,DE017A
DETH032,DETH032,Gotha,19930426,20040204,50.950969,+050.57.3,10.700863,+010.42.3,290,traffic,urban,urban,unknown,DE017A
DETH034,DETH034,Bad Langensalza,19920409,19980630,51.108334,+051.6.30,10.648984,+010.38.56,185,background,urban,urban,unknown,DE017A
DETH035,DETH035,Heiligenstadt,19920429,20000107,51.376138,+051.22.34,10.139405,+010.8.21,270,background,urban,urban,unknown,DE017A
DETH036,DETH036,Greiz Mollbergstr.,19921022,,50.655861,+050.39.21,12.205199,+012.12.18,265,background,urban,urban,unknown,DE017A
DETH037,DETH037,Jena Schillergäßchen,19921013,,50.925111,+050.55.30,11.58271,+011.34.57,155,background,urban,urban,unknown,DE017A
DETH038,DETH038,Rudolstadt Marktstr.,19921014,19990803,50.71849,+050.43.6,11.333952,+011.20.2,190,background,urban,urban,unknown,DE017A
DETH039,DETH039,Weimar Sophienstiftsplatz,19940501,20091001,50.979432,+050.58.45,11.323165,+011.19.23,220,traffic,urban,urban,unknown,DE017A
DETH040,DETH040,Großer Eisenberg,19941204,,50.619181,+050.37.9,10.787135,+010.47.13,907,background,rural,rural background,remote,DE017A
DETH041,DETH041,Jena Dammstr.,19940201,,50.933513,+050.56.0,11.597062,+011.35.49,140,background,urban,urban,unknown,DE017A
DETH042,DETH042,Possen,19960112,,51.333333,+051.19.59,10.867188,+010.52.1,420,background,rural,rural background,remote,DE017A
DETH043,DETH043,Erfurt Bergstr.,19960626,,50.984874,+050.59.5,11.019353,+011.1.9,195,traffic,urban,urban,unknown,DE017A
DETH044,DETH044,Erfurt Leipziger Platz,19770101,19931231,50.981654,+050.58.53,11.040729,+011.2.26,190,background,urban,urban,unknown,DE017A
DETH045,DETH045,Arnstadt Ritterstr.,19911231,19960704,50.83597,+050.50.9,10.950602,+010.57.2,275,background,urban,urban,unknown,DE017A
DETH046,DETH046,Altenburg Keplerpl.,19840601,19900531,50.986913,+050.59.12,12.440006,+012.26.24,190,background,urban,urban,unknown,DE017A
DETH047,DETH047,Erfurt Kartäuserstr. (alt),19770201,19900531,50.968661,+050.58.7,11.024065,+011.1.26,190,background,urban,urban,unknown,DE017A
DETH048,DETH048,Apolda A.-Bebel-Str.,19910717,19951214,51.02252,+051.1.21,11.515936,+011.30.57,170,background,urban,urban,unknown,DE017A
DETH049,DETH049,Gera Fr.-Engels-Str.,19870101,19921218,50.883532,+050.53.0,12.083491,+012.5.0,205,background,urban,urban,unknown,DE017A
DETH050,DETH050,Gotha Cranach-Str.,19911103,19930423,50.947738,+050.56.51,10.702903,+010.42.10,303,background,urban,urban,unknown,DE017A
DETH051,DETH051,Hildburghausen Dr.-W.-Külz-Str.,19910107,19960328,50.429141,+050.25.44,10.726471,+010.43.35,380,background,urban,urban,unknown,DE017A
DETH052,DETH052,Jena Prüssingstr.,19930505,19931004,50.884216,+050.53.3,11.597089,+011.35.49,148,background,suburban,suburban,unknown,DE017A
DETH053,DETH053,Lobenstein Teich-Str,19911112,19960321,50.448079,+050.26.53,11.639637,+011.38.22,500,background,urban,urban,unknown,DE017A
